gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Coa4,Q8BT51,COA4_MOUSE,reviewed,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8)",COA4 Chchd8,Mus musculus (Mouse),87
Trim6,Q8BGE7,TRIM6_MOUSE,reviewed,Tripartite motif-containing protein 6 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM6),Trim6,Mus musculus (Mouse),488
Timm10b,Q9WV96,T10B_MOUSE,reviewed,Mitochondrial import inner membrane translocase subunit Tim10 B (Mitochondrial import inner membrane translocase subunit Tim9 B) (TIMM10B) (Tim10b),Timm10b Fxc1 Tim9b Timm9b,Mus musculus (Mouse),100
Ampd3,O08739,AMPD3_MOUSE,reviewed,AMP deaminase 3 (EC 3.5.4.6) (AMP deaminase H-type) (AMP deaminase isoform E) (Heart-type AMPD),Ampd3,Mus musculus (Mouse),766
Ctr9,Q62018,CTR9_MOUSE,reviewed,"RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1) (Tetratricopeptide repeat-containing, SH2-binding phosphoprotein of 150 kDa) (TPR-containing, SH2-binding phosphoprotein of 150 kDa) (p150TSP)",Ctr9 Kiaa0155 Sh2bp1,Mus musculus (Mouse),1173
Far1,Q922J9,FACR1_MOUSE,reviewed,Fatty acyl-CoA reductase 1 (EC 1.2.1.84),Far1,Mus musculus (Mouse),515
Anks4b,Q8K3X6,ANS4B_MOUSE,reviewed,Ankyrin repeat and SAM domain-containing protein 4B (Harmonin-interacting ankyrin repeat-containing protein) (Harp),Anks4b Harp,Mus musculus (Mouse),423
Tnrc6a,Q3UHK8,TNR6A_MOUSE,reviewed,Trinucleotide repeat-containing gene 6A protein,Tnrc6a Kiaa1460,Mus musculus (Mouse),1896
Aqp8,P56404,AQP8_MOUSE,reviewed,Aquaporin-8 (AQP-8),Aqp8,Mus musculus (Mouse),261
Mapk3,Q63844,MK03_MOUSE,reviewed,Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1),Mapk3 Erk1 Prkm3,Mus musculus (Mouse),380
Fbxl19,Q6PB97,FXL19_MOUSE,reviewed,F-box/LRR-repeat protein 19 (F-box and leucine-rich repeat protein 19),Fbxl19,Mus musculus (Mouse),674
Tacc2,Q9JJG0,TACC2_MOUSE,reviewed,Transforming acidic coiled-coil-containing protein 2,Tacc2 MNCb-3527,Mus musculus (Mouse),1149
Plekha1,Q8BUL6,PKHA1_MOUSE,reviewed,Pleckstrin homology domain-containing family A member 1 (PH domain-containing family A member 1) (Tandem PH domain-containing protein 1) (TAPP-1),Plekha1 Tapp1,Mus musculus (Mouse),383
Dmbt1,Q60997,DMBT1_MOUSE,reviewed,Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80),Dmbt1 Crpd,Mus musculus (Mouse),2085
Acadsb,Q9DBL1,ACDSB_MOUSE,reviewed,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)",Acadsb,Mus musculus (Mouse),432
Ppp2r2d,Q925E7,2ABD_MOUSE,reviewed,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform (PP2A subunit B isoform B55-delta) (PP2A subunit B isoform PR55-delta) (PP2A subunit B isoform R2-delta) (PP2A subunit B isoform delta),Ppp2r2d D7Ertd753e Kiaa1541,Mus musculus (Mouse),453
Nlrp6,Q91WS2,NLRP6_MOUSE,reviewed,"NACHT, LRR and PYD domains-containing protein 6 (Angiotensin II/vasopressin receptor) (Non-angiotensin-vasopressin receptor) (Non-AVR) (PYRIN-containing APAF1-like protein 5-like)",Nlrp6 Nalp6 Navr Pypaf5,Mus musculus (Mouse),869
Muc2,Q80Z19,MUC2_MOUSE,reviewed,Mucin-2 (MUC-2) (Colonic mucin) (MCM) (Secreted gel-forming mucin) (Fragments),Muc2,Mus musculus (Mouse),2680
Dhcr7,O88455,DHCR7_MOUSE,reviewed,7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Sterol Delta(7)-reductase),Dhcr7,Mus musculus (Mouse),471
Tmc4,Q7TQ65,TMC4_MOUSE,reviewed,Transmembrane channel-like protein 4,Tmc4,Mus musculus (Mouse),694
Leng1,Q9DB98,LENG1_MOUSE,reviewed,Leukocyte receptor cluster member 1 homolog,Leng1,Mus musculus (Mouse),261
Rdh13,Q8CEE7,RDH13_MOUSE,reviewed,Retinol dehydrogenase 13 (EC 1.1.1.300),Rdh13,Mus musculus (Mouse),334
Ptprh,E9Q0N2,PTPRH_MOUSE,reviewed,Receptor-type tyrosine-protein phosphatase H (R-PTP-H) (EC 3.1.3.48) (Stomach cancer-associated protein tyrosine phosphatase 1) (SAP-1),Ptprh SAP-1,Mus musculus (Mouse),971
Chmp2a,Q9DB34,CHM2A_MOUSE,reviewed,Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a) (Vacuolar protein sorting-associated protein 2) (mVps2),Chmp2a,Mus musculus (Mouse),222
Calm3,P0DP28,CALM3_MOUSE,reviewed,Calmodulin-3,Calm3 Cam3 Camc,Mus musculus (Mouse),149
Vasp,P70460,VASP_MOUSE,reviewed,Vasodilator-stimulated phosphoprotein (VASP),Vasp,Mus musculus (Mouse),375
Cd177,Q8R2S8,CD177_MOUSE,reviewed,CD177 antigen (CD antigen CD177),Cd177,Mus musculus (Mouse),817
Rabac1,Q9Z0S9,PRAF1_MOUSE,reviewed,Prenylated Rab acceptor protein 1 (PRA1 family protein 1) (Prenylin),Rabac1 Pra Pra1 Praf1,Mus musculus (Mouse),185
Ceacam1,P31809,CEAM1_MOUSE,reviewed,Carcinoembryonic antigen-related cell adhesion molecule 1 (Biliary glycoprotein 1) (BGP-1) (Biliary glycoprotein D) (MHVR1) (Murine hepatitis virus receptor) (MHV-R) (CD antigen CD66a),Ceacam1 Bgp Bgp1,Mus musculus (Mouse),521
Zfp36,P22893,TTP_MOUSE,reviewed,mRNA decay activator protein ZFP36 (Growth factor-inducible nuclear protein NUP475) (TPA-induced sequence 11) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36),Zfp36 Nup475 Tis11 Tis11a Ttp,Mus musculus (Mouse),319
Actn4,P57780,ACTN4_MOUSE,reviewed,Alpha-actinin-4 (Non-muscle alpha-actinin 4),Actn4,Mus musculus (Mouse),912
Kcnk6,Q9Z2T1,KCNK7_MOUSE,reviewed,Potassium channel subfamily K member 7 (Double-pore K(+) channel 3) (Neuromuscular two p domain potassium channel) (Putative potassium channel DP3),Kcnk7 Dpkch3 Kcnk6 Kcnk8 Knot1,Mus musculus (Mouse),307
Spint2,Q9WU03,SPIT2_MOUSE,reviewed,Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2),Spint2 Hai2,Mus musculus (Mouse),252
Sipa1l3,G3X9J0,SI1L3_MOUSE,reviewed,Signal-induced proliferation-associated 1-like protein 3 (SIPA1-like protein 3) (SPA-1-like protein 3),Sipa1l3 Spal3,Mus musculus (Mouse),1776
Capns1,O88456,CPNS1_MOUSE,reviewed,Calpain small subunit 1 (CSS1) (Calcium-activated neutral proteinase small subunit) (CANP small subunit) (Calcium-dependent protease small subunit) (CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit),Capns1 Capn4,Mus musculus (Mouse),269
Kmt2b,O08550,KMT2B_MOUSE,reviewed,Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.354) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7),Kmt2b Mll2 Trx2 Wbp7,Mus musculus (Mouse),2713
Uba2,Q9Z1F9,SAE2_MOUSE,reviewed,SUMO-activating enzyme subunit 2 (EC 2.3.2.-) (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2),Uba2 Sae2 Uble1b,Mus musculus (Mouse),638
Gpi1,P06745,G6PI_MOUSE,reviewed,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),Gpi Gpi1,Mus musculus (Mouse),558
Myh14,Q6URW6,MYH14_MOUSE,reviewed,"Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)",Myh14,Mus musculus (Mouse),2000
Trpm4,Q7TN37,TRPM4_MOUSE,reviewed,Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4),Trpm4 Ltrpc4,Mus musculus (Mouse),1213
Ftl1,P29391,FRIL1_MOUSE,reviewed,Ferritin light chain 1 (Ferritin L subunit 1),Ftl1 Ftl Ftl-1,Mus musculus (Mouse),183
Nucb1,Q02819,NUCB1_MOUSE,reviewed,Nucleobindin-1 (CALNUC),Nucb1 Nuc Nucb,Mus musculus (Mouse),459
Fut2,Q9JL27,FUT2_MOUSE,reviewed,"Galactoside 2-alpha-L-fucosyltransferase 2 (EC 2.4.1.344) (EC 2.4.1.69) (Alpha(1,2)FT 2) (Fucosyltransferase 2) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (Secretory blood group protein 2)",Fut2 Sec2,Mus musculus (Mouse),347
Saa1,P05366,SAA1_MOUSE,reviewed,Serum amyloid A-1 protein,Saa1,Mus musculus (Mouse),122
Tjp1,P39447,ZO1_MOUSE,reviewed,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),Tjp1 Zo1,Mus musculus (Mouse),1745
Arrdc4,A0A0B4J1F4,ARRD4_MOUSE,reviewed,Arrestin domain-containing protein 4,Arrdc4,Mus musculus (Mouse),415
Cib1,Q9Z0F4,CIB1_MOUSE,reviewed,Calcium and integrin-binding protein 1 (CIB) (Calmyrin) (DNA-PKcs-interacting protein) (Kinase-interacting protein) (KIP),Cib1 Cib Kip Prkdcip,Mus musculus (Mouse),191
Furin,P23188,FURIN_MOUSE,reviewed,Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE) (Prohormone convertase 3),Furin Fur Pcsk3,Mus musculus (Mouse),793
Abhd17c,Q8VCV1,AB17C_MOUSE,reviewed,Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22),Abhd17c,Mus musculus (Mouse),320
Capn5,O08688,CAN5_MOUSE,reviewed,Calpain-5 (EC 3.4.22.-) (New calpain 3) (nCL-3),Capn5 Ncl3,Mus musculus (Mouse),640
Tsku,Q8CBR6,TSK_MOUSE,reviewed,Tsukushin (Tsukushi) (Leucine-rich repeat-containing protein 54),Tsku Lrrc54 Tsk,Mus musculus (Mouse),354
Dgat2,Q9DCV3,DGAT2_MOUSE,reviewed,Diacylglycerol O-acyltransferase 2 (EC 2.3.1.20) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase 2),Dgat2,Mus musculus (Mouse),388
Rnf169,E9Q7F2,RN169_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF169 (EC 2.3.2.27) (RING finger protein 169) (RING-type E3 ubiquitin transferase RNF169),Rnf169 Kiaa1991,Mus musculus (Mouse),694
Pold3,Q9EQ28,DPOD3_MOUSE,reviewed,DNA polymerase delta subunit 3 (DNA polymerase delta subunit p66),Pold3,Mus musculus (Mouse),462
Il18bp,Q9Z0M9,I18BP_MOUSE,reviewed,Interleukin-18-binding protein (IL-18BP) (Interferon gamma-inducing factor-binding protein),Il18bp Igifbp,Mus musculus (Mouse),193
Rhog,P84096,RHOG_MOUSE,reviewed,Rho-related GTP-binding protein RhoG (Sid 10750),Rhog Arhg Sid10750,Mus musculus (Mouse),191
Eif4g2,Q62448,IF4G2_MOUSE,reviewed,Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97),Eif4g2 Nat1,Mus musculus (Mouse),906
Rps13,P62301,RS13_MOUSE,reviewed,40S ribosomal protein S13,Rps13,Mus musculus (Mouse),151
Arl6ip1,Q9JKW0,AR6P1_MOUSE,reviewed,ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1) (Protein TBX2),Arl6ip1 Arl6ip,Mus musculus (Mouse),203
Atxn2l,Q7TQH0,ATX2L_MOUSE,reviewed,Ataxin-2-like protein,Atxn2l A2lp,Mus musculus (Mouse),1049
Aldoa,P05064,ALDOA_MOUSE,reviewed,Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Aldolase 1) (Muscle-type aldolase),Aldoa Aldo1,Mus musculus (Mouse),364
Taok2,Q6ZQ29,TAOK2_MOUSE,reviewed,Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Thousand and one amino acid protein 2),Taok2 Kiaa0881,Mus musculus (Mouse),1240
Sephs2,P97364,SPS2_MOUSE,reviewed,"Selenide, water dikinase 2 (EC 2.7.9.3) (Selenium donor protein 2) (Selenophosphate synthase 2)",Sephs2 Sps2,Mus musculus (Mouse),452
"Cap1,Prss8",Q9ESD1,PRSS8_MOUSE,reviewed,Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain],Prss8 Cap1,Mus musculus (Mouse),342
Pycard,Q9EPB4,ASC_MOUSE,reviewed,Apoptosis-associated speck-like protein containing a CARD (mASC) (PYD and CARD domain-containing protein),Pycard Asc,Mus musculus (Mouse),193
Dhx32,Q8BZS9,DHX32_MOUSE,reviewed,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32 (EC 3.6.4.13) (DEAH box protein 32) (MuDDX32),Dhx32 Ddx32,Mus musculus (Mouse),744
Clrn3,Q8BHH8,CLRN3_MOUSE,reviewed,Clarin-3 (Transmembrane protein 12),Clrn3 Tmem12,Mus musculus (Mouse),226
Echs1,Q8BH95,ECHM_MOUSE,reviewed,"Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)",Echs1,Mus musculus (Mouse),290
Sct,Q08535,SECR_MOUSE,reviewed,Secretin,Sct,Mus musculus (Mouse),133
Ctsd,P18242,CATD_MOUSE,reviewed,Cathepsin D (EC 3.4.23.5),Ctsd,Mus musculus (Mouse),410
Osbpl5,Q9ER64,OSBL5_MOUSE,reviewed,Oxysterol-binding protein-related protein 5 (ORP-5) (OSBP-related protein 5) (Oxysterol-binding protein homolog 1),Osbpl5 Obph1 Osbp2,Mus musculus (Mouse),874
Ccnd1,P25322,CCND1_MOUSE,reviewed,G1/S-specific cyclin-D1,Ccnd1 Cyl-1,Mus musculus (Mouse),295
Cln8,Q9QUK3,CLN8_MOUSE,reviewed,Protein CLN8,Cln8,Mus musculus (Mouse),288
Kbtbd11,Q8BNW9,KBTBB_MOUSE,reviewed,Kelch repeat and BTB domain-containing protein 11,Kbtbd11 Kiaa0711,Mus musculus (Mouse),633
Kat6a,Q8BZ21,KAT6A_MOUSE,reviewed,"Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger homolog) (Monocytic leukemia zinc finger protein)",Kat6a Moz Myst3,Mus musculus (Mouse),2003
Nsd3,Q6P2L6,NSD3_MOUSE,reviewed,Histone-lysine N-methyltransferase NSD3 (EC 2.1.1.-) (Nuclear SET domain-containing protein 3) (Wolf-Hirschhorn syndrome candidate 1-like protein 1 homolog) (WHSC1-like protein 1),Nsd3 Whsc1l1,Mus musculus (Mouse),1439
Gtf2e2,Q9D902,T2EB_MOUSE,reviewed,General transcription factor IIE subunit 2 (Transcription initiation factor IIE subunit beta) (TFIIE-beta),Gtf2e2,Mus musculus (Mouse),292
Casp3,P70677,CASP3_MOUSE,reviewed,Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (LICE) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12],Casp3 Cpp32,Mus musculus (Mouse),277
Hpgd,Q8VCC1,PGDH_MOUSE,reviewed,15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Prostaglandin dehydrogenase 1),Hpgd Pgdh1,Mus musculus (Mouse),269
Tmem192,Q9CXT7,TM192_MOUSE,reviewed,Transmembrane protein 192,Tmem192,Mus musculus (Mouse),266
Jund,P15066,JUND_MOUSE,reviewed,Transcription factor jun-D,Jund Jun-d Jund1,Mus musculus (Mouse),341
Use1,Q9CQ56,USE1_MOUSE,reviewed,Vesicle transport protein USE1 (Protein D12) (USE1-like protein),Use1 Use1l,Mus musculus (Mouse),270
Isx,A1A546,ISX_MOUSE,reviewed,Intestine-specific homeobox,Isx,Mus musculus (Mouse),240
Nr3c2,Q8VII8,MCR_MOUSE,reviewed,Mineralocorticoid receptor (MR) (Nuclear receptor subfamily 3 group C member 2),Nr3c2 Mlr,Mus musculus (Mouse),978
Otud4,B2RRE7,OTUD4_MOUSE,reviewed,OTU domain-containing protein 4 (EC 3.4.19.12),Otud4 Kiaa1046,Mus musculus (Mouse),1107
Ndufb7,Q9CR61,NDUB7_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (Complex I-B18) (CI-B18) (NADH-ubiquinone oxidoreductase B18 subunit),Ndufb7,Mus musculus (Mouse),137
Prkaca,P05132,KAPCA_MOUSE,reviewed,cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11),Prkaca Pkaca,Mus musculus (Mouse),351
Prdx2,Q61171,PRDX2_MOUSE,reviewed,Peroxiredoxin-2 (EC 1.11.1.15) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1),Prdx2 Tdpx1 Tpx,Mus musculus (Mouse),198
Cnep1r1,Q3UJ81,NEPR1_MOUSE,reviewed,Nuclear envelope phosphatase-regulatory subunit 1 (NEP1-R1) (Transmembrane protein 188),Cnep1r1 Tmem188,Mus musculus (Mouse),125
Mt2,P02798,MT2_MOUSE,reviewed,Metallothionein-2 (MT-2) (Metallothionein-II) (MT-II),Mt2,Mus musculus (Mouse),61
Cx3cl1,O35188,X3CL1_MOUSE,reviewed,Fractalkine (C-X3-C motif chemokine 1) (CX3C membrane-anchored chemokine) (Neurotactin) (Small-inducible cytokine D1) [Cleaved into: Processed fractalkine],Cx3cl1 Cx3c Fkn Scyd1,Mus musculus (Mouse),395
Adgrg1,Q8K209,AGRG1_MOUSE,reviewed,Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) (Serpentine receptor cyt28) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1-CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)],Adgrg1 Cyt28 Gpr56,Mus musculus (Mouse),687
Ces2c,Q91WG0,EST2C_MOUSE,reviewed,Acylcarnitine hydrolase (ACH M1) (EC 3.1.1.28) (Carboxylesterase 2) (CES 2) (Peroxisome proliferator-inducible acylcarnitine hydrolase),Ces2c Ces2,Mus musculus (Mouse),561
Hsd11b2,P51661,DHI2_MOUSE,reviewed,Corticosteroid 11-beta-dehydrogenase isozyme 2 (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 2) (11-DH2) (11-beta-HSD2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),Hsd11b2 Hsd11k,Mus musculus (Mouse),386
Pskh1,Q91YA2,KPSH1_MOUSE,reviewed,Serine/threonine-protein kinase H1 (EC 2.7.11.1) (Protein serine kinase H1) (PSK-H1),Pskh1,Mus musculus (Mouse),424
Nfatc3,P97305,NFAC3_MOUSE,reviewed,"Nuclear factor of activated T-cells, cytoplasmic 3 (NF-ATc3) (NFATc3) (NFATx) (T-cell transcription factor NFAT4) (NF-AT4)",Nfatc3 Nfat4,Mus musculus (Mouse),1075
Cdh1,P09803,CADH1_MOUSE,reviewed,Cadherin-1 (ARC-1) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3],Cdh1,Mus musculus (Mouse),884
Zfhx3,Q61329,ZFHX3_MOUSE,reviewed,Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3),Zfhx3 Atbf1,Mus musculus (Mouse),3726
Phlpp2,Q8BXA7,PHLP2_MOUSE,reviewed,PH domain leucine-rich repeat-containing protein phosphatase 2 (EC 3.1.3.16) (PH domain leucine-rich repeat-containing protein phosphatase-like) (PHLPP-like),Phlpp2 Phlppl,Mus musculus (Mouse),1320
Tat,Q8QZR1,ATTY_MOUSE,reviewed,Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase),Tat,Mus musculus (Mouse),454
Aars,Q8BGQ7,SYAC_MOUSE,reviewed,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Protein sticky) (Sti)",Aars1 Aars,Mus musculus (Mouse),968
Cmip,Q9D486,CMIP_MOUSE,reviewed,C-Maf-inducing protein (c-Mip),Cmip Kiaa1694,Mus musculus (Mouse),773
Hsd17b2,P51658,DHB2_MOUSE,reviewed,Estradiol 17-beta-dehydrogenase 2 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 2) (17-beta-HSD 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239),Hsd17b2 Edh17b2,Mus musculus (Mouse),381
Dpep1,P31428,DPEP1_MOUSE,reviewed,Dipeptidase 1 (EC 3.4.13.19) (Membrane-bound dipeptidase 1) (MBD-1) (Microsomal dipeptidase) (Renal dipeptidase),Dpep1 Mbd1 Rdp,Mus musculus (Mouse),410
Capn9,Q9D805,CAN9_MOUSE,reviewed,Calpain-9 (EC 3.4.22.-) (Digestive tract-specific calpain) (New calpain 4) (nCL-4),Capn9 Ncl4,Mus musculus (Mouse),690
Pard3,Q99NH2,PARD3_MOUSE,reviewed,Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (Ephrin-interacting protein) (PHIP),Pard3 Par3,Mus musculus (Mouse),1333
Efnb2,P52800,EFNB2_MOUSE,reviewed,Ephrin-B2 (ELF-2) (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L),Efnb2 Elf2 Epl5 Eplg5 Htkl Lerk5,Mus musculus (Mouse),336
Irs2,P81122,IRS2_MOUSE,reviewed,Insulin receptor substrate 2 (IRS-2) (4PS),Irs2,Mus musculus (Mouse),1321
Golga7,Q91W53,GOGA7_MOUSE,reviewed,Golgin subfamily A member 7,Golga7 MNCb-1213,Mus musculus (Mouse),137
Rab11fip1,Q9D620,RFIP1_MOUSE,reviewed,Rab11 family-interacting protein 1 (Rab11-FIP1) (Rab-coupling protein),Rab11fip1 Rcp,Mus musculus (Mouse),645
Cldn23,Q9D7D7,CLD23_MOUSE,reviewed,Claudin-23,Cldn23,Mus musculus (Mouse),296
Cnot7,Q60809,CNOT7_MOUSE,reviewed,CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (CCR4-associated factor 1) (CAF-1),Cnot7 Caf1,Mus musculus (Mouse),285
Mtus1,Q5HZI1,MTUS1_MOUSE,reviewed,Microtubule-associated tumor suppressor 1 homolog (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Coiled-coiled tumor suppressor gene 1 protein) (Mitochondrial tumor suppressor 1 homolog),Mtus1 Atbp Atip Cctsg1 Kiaa1288 Mtsg1,Mus musculus (Mouse),1210
Asah1,Q9WV54,ASAH1_MOUSE,reviewed,Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta],Asah1 Asah,Mus musculus (Mouse),394
Ankrd37,Q569N2,ANR37_MOUSE,reviewed,Ankyrin repeat domain-containing protein 37,Ankrd37,Mus musculus (Mouse),159
Galnt7,Q80VA0,GALT7_MOUSE,reviewed,N-acetylgalactosaminyltransferase 7 (EC 2.4.1.41) (Polypeptide GalNAc transferase 7) (GalNAc-T7) (pp-GaNTase 7) (Protein-UDP acetylgalactosaminyltransferase 7) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 7),Galnt7,Mus musculus (Mouse),657
Msmo1,Q9CRA4,MSMO1_MOUSE,reviewed,Methylsterol monooxygenase 1 (EC 1.14.18.9) (C-4 methylsterol oxidase),Msmo1 Sc4mol,Mus musculus (Mouse),293
Upf1,Q9EPU0,RENT1_MOUSE,reviewed,Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1),Upf1 Rent1,Mus musculus (Mouse),1124
Kxd1,Q80XH1,KXDL1_MOUSE,reviewed,KxDL motif-containing protein 1,Kxd1,Mus musculus (Mouse),177
B3gnt3,Q5JCS9,B3GN3_MOUSE,reviewed,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3 (EC 2.4.1.149) (Core 1 extending beta-1,3-N-acetylglucosaminyltransferase) (EC 2.4.1.146) (Core1-beta3GlcNAcT) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3) (BGnT-3) (Beta-1,3-Gn-T3) (Beta-1,3-N-acetylglucosaminyltransferase 3) (Beta3Gn-T3)",B3gnt3,Mus musculus (Mouse),372
Pkn1,P70268,PKN1_MOUSE,reviewed,Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N),Pkn1 Pkn Prk1 Prkcl1,Mus musculus (Mouse),946
Dcaf15,Q6PFH3,DCA15_MOUSE,reviewed,DDB1- and CUL4-associated factor 15,Dcaf15,Mus musculus (Mouse),600
Ier2,P17950,IER2_MOUSE,reviewed,Immediate early response gene 2 protein (CHX1) (Cycloheximide-induced gene protein) (Growth factor-inducible immediate early protein) (Proline-rich-induced protein 92) (Pip92) (T-lymphocyte-activated protein),Ier2,Mus musculus (Mouse),221
